Date,Time,Otters,hSeals,eSeals
4/27/07,830,7,47,4
4/28/07,900,5,64,4
4/29/07,1000,6,81,1
4/30/07,1220,5,81,5
5/1/07,1215,6,96,4
5/18/07,1125,5,29,4
5/19/07,830,1,36,2
5/20/07,1610,7,134,1
5/21/07,1040,5,71,0
5/22/07,1705,6,124,1
5/23/07,1105,6,41,1
5/24/07,1200,6,53,0
5/25/07,730,12,16,1
5/26/07,1800,6,88,1
5/27/07,900,2,64,1
5/28/07,1000,5,112,1
5/29/07,1540,5,138,0
5/30/07,1220,5,90,1
5/31/07,800,0,35,2
6/1/07,1515,6,159,2
6/2/07,800,2,52,0
6/3/07,1450,3,102,1
6/4/07,945,0,51,1
6/5/07,840,0,47,0
6/6/07,950,0,90,1
6/7/07,1105,1,101,1
6/8/07,1125,4,95,0
6/9/07,1440,4,55,0
6/10/07,1435,6,104,0
6/11/07,830,2,73,1
6/12/07,950,5,105,2
6/13/07,1155,6,106,1
6/14/07,1200,5,97,3
6/15/07,615,3,77,2
6/20/07,1020,4,98,2
6/21/07,1125,3,103,2
6/22/07,1120,1,74,1
6/23/07,1200,4,34,2
6/24/07,1220,1,131,0
6/25/07,955,3,127,2
6/26/07,1350,5,175,2
6/27/07,1055,3,88,0
6/28/07,1300,5,74,1
6/29/07,1240,7,47,0
6/30/07,700,1,95,0
7/3/07,1800,1,127,0
7/5/07,915,3,162,0
7/6/07,1835,2,123,0
7/7/07,1520,5,85,0
7/8/07,1715,3,95,0
7/9/07,1915,6,84,0
7/10/07,1220,4,122,0
7/11/07,1015,2,56,0
7/12/07,1225,0,12,1
7/13/07,1215,2,16,1
7/15/07,1750,0,18,0
7/16/07,650,0,59,0
7/17/07,1420,4,10,0
7/18/07,800,2,51,1
7/20/07,930,1,38,0
7/21/07,1030,1,32,0
7/22/07,1010,1,28,0
7/23/07,750,2,30,0
7/25/07,1845,3,46,1
7/26/07,1250,1,41,1
7/27/07,1820,3,8,0
7/28/07,1900,3,37,0
7/29/07,1145,3,16,0
7/30/07,1340,2,2,0
7/31/07,700,1,21,0
8/1/07,1915,0,19,0
8/2/07,1230,3,7,0
8/3/07,800,1,33,0
8/14/07,800,1,28,0
8/17/07,1625,0,9,0
8/18/07,840,0,26,0
8/19/07,850,1,37,0
8/20/07,830,2,14,0
8/21/07,1420,4,6,0
8/22/07,1250,5,9,0
8/23/07,1010,4,18,0
8/24/07,1015,3,28,0
8/25/07,930,6,16,0
8/26/07,1945,4,6,0
8/27/07,1115,0,13,0
8/28/07,1145,5,38,0
8/29/07,1145,3,16,0
8/30/07,1355,4,6,0
8/31/07,1900,3,22,0
9/1/07,715,3,3,0
9/2/07,800,0,11,0
9/3/07,950,6,3,0
9/4/07,720,5,5,0
9/5/07,830,5,50,0
9/6/07,900,4,12,0
9/7/07,940,3,27,0
9/8/07,1900,2,10,0
9/9/07,1050,5,12,0
9/10/07,1015,2,34,0
9/11/07,1745,3,19,0
9/12/07,1820,1,25,0
9/13/07,745,1,13,0
9/14/07,1330,3,10,0
9/27/07,1730,0,29,2
9/28/07,1120,3,19,2
9/29/07,1835,1,70,2
9/30/07,1310,3,21,2
10/1/07,750,1,21,1
10/2/07,1640,0,53,2
10/3/07,1100,0,55,1
10/7/07,1315,3,10,3
10/8/07,920,1,29,3
10/10/07,1110,0,34,3
10/11/07,1035,1,55,5
10/12/07,1115,0,4,4
10/13/07,1200,2,20,4
10/14/07,1220,1,42,3
10/15/07,1250,0,12,4
10/16/07,1320,1,34,3
10/17/07,1430,1,53,4
10/18/07,1230,0,91,3
10/19/07,1730,0,68,2
10/20/07,1215,0,29,2
10/21/07,1340,5,135,3
10/22/07,815,2,18,1
10/23/07,1450,2,46,1
10/24/07,1615,0,28,1
10/25/07,1600,2,75,1
10/26/07,1120,1,49,2
10/28/07,1630,0,35,1
10/29/07,1440,0,32,0
10/30/07,745,0,90,1
10/31/07,815,2,104,1
11/1/07,1015,1,110,2
11/2/07,1145,0,121,3
11/5/07,910,2,45,4
11/6/07,920,5,64,3
11/8/07,1220,3,39,5
11/14/07,1220,7,81,4
11/15/07,1400,0,2,0
11/16/07,805,3,119,2
11/17/07,945,1,57,4
11/19/07,1220,5,63,3
11/20/07,1330,0,46,1
11/21/07,730,4,31,1
11/24/07,815,5,17,0
11/25/07,1330,6,127,0
11/28/07,1430,6,132,0
11/29/07,1110,3,72,0
12/1/07,1130,5,78,0
12/2/07,1310,2,60,0
12/3/07,1245,9,44,0
12/4/07,800,2,46,0
12/5/07,720,1,31,0
12/6/07,745,4,22,0
12/7/07,1510,2,108,0
12/8/07,815,9,78,1
12/10/07,1040,1,16,1
12/12/07,1030,5,41,1
12/13/07,1415,1,146,1
12/14/07,800,5,45,0
12/15/07,1410,3,155,1
12/16/07,930,1,118,2
12/18/07,1040,1,14,0
12/19/07,1130,6,194,0
12/20/07,750,3,9,0
12/21/07,845,4,98,0
12/22/07,810,1,68,0
12/23/07,1600,5,93,0
12/24/07,930,5,88,0
12/25/07,1040,6,100,0
12/27/07,1310,15,104,0
12/28/07,1255,9,123,0
12/29/07,915,13,35,0
12/30/07,1020,3,120,0
12/31/07,1100,3,116,0
1/7/08,840,0,119,0
1/8/08,930,4,129,0
1/9/08,1000,6,143,0
1/10/08,1145,7,143,0
1/12/08,1310,8,187,0
1/13/08,745,4,21,0
1/14/08,900,6,43,0
1/15/08,1110,7,35,0
1/16/08,1130,7,85,0
1/17/08,1300,8,60,0
1/20/08,1600,4,79,0
1/21/08,830,9,10,0
1/22/08,1300,8,58,0
1/23/08,730,6,14,0
1/25/08,1130,7,17,0
1/26/08,1545,8,211,0
1/27/08,1015,8,25,0
1/28/08,830,7,141,0
1/29/08,1450,4,160,0
1/30/08,1240,0,84,0
1/31/08,700,6,68,0
2/1/08,1700,2,115,0
2/2/08,1315,9,165,0
2/3/08,845,3,15,0
2/4/08,900,5,114,0
2/5/08,1330,5,154,0
2/6/08,1030,1,49,0
2/7/08,1430,0,14,0
2/9/08,1445,5,88,0
2/10/08,1340,5,107,0
2/11/08,815,0,10,0
2/12/08,1555,5,63,0
2/13/08,1045,6,17,0
2/14/08,815,0,33,0
2/15/08,1305,6,104,0
2/16/08,740,11,43,0
2/17/08,815,9,36,0
2/18/08,1145,9,54,0
2/19/08,733,9,12,0
2/20/08,1600,8,153,0
2/21/08,1430,2,62,0
3/5/08,1615,2,74,0
3/6/08,950,3,23,0
3/12/08,1130,4,72,0
3/13/08,1000,3,9,0
3/14/08,1100,2,36,0
3/15/08,1530,1,138,0
3/16/08,900,1,53,0
3/17/08,940,1,82,0
3/18/08,850,4,16,0
3/19/08,1700,0,100,0
3/21/08,1130,3,10,1
3/22/08,1200,2,77,2
3/23/08,1400,5,118,2
3/24/08,1740,0,189,2
3/25/08,1410,0,148,2
3/26/08,845,0,11,1
3/27/08,930,2,22,2
3/28/08,1010,0,10,0
3/29/08,1730,3,140,0
3/30/08,1315,0,78,2
3/31/08,1300,3,59,0
4/1/08,730,3,20,3
4/2/08,810,0,22,2
4/3/08,1930,3,119,2
4/4/08,1830,1,27,2
4/5/08,1200,1,103,2
4/6/08,1240,3,103,2
4/7/08,740,0,18,2
4/8/08,1500,4,130,0
4/9/08,1200,2,13,2
4/10/08,1720,1,104,0
4/11/08,1025,3,37,0
4/12/08,830,1,94,2
4/13/08,830,0,70,0
4/14/08,840,1,29,0
4/16/08,350,0,141,2
4/17/08,320,0,94,2
4/18/08,1800,0,174,2
4/19/08,1100,2,91,2
4/20/08,1200,2,392,0
4/21/08,1420,0,124,0
4/22/08,1335,4,57,2
4/23/08,800,1,33,2
4/25/08,930,2,59,0
4/26/08,940,1,54,2
4/27/08,1100,1,91,2
4/28/08,1100,3,63,2
4/30/08,1400,0,129,1
5/1/08,1835,3,116,2
5/8/08,810,0,46,1
5/9/08,900,2,42,1
5/10/08,1615,0,84,0
5/11/08,1110,1,52,1
5/12/08,1900,1,102,2
5/26/08,940,0,40,0
5/27/08,215,0,52,0
5/28/08,840,3,24,0
5/29/08,1900,5,130,0
5/30/08,1330,2,61,0
5/31/08,1430,0,48,0
6/1/08,1440,4,130,0
6/2/08,1510,1,126,0
6/3/08,1205,2,11,0
6/4/08,1530,2,174,0
6/5/08,1250,0,118,0
6/6/08,1600,1,146,0
6/7/08,1430,2,140,0
6/8/08,810,1,18,0
6/9/08,1710,4,186,0
6/11/08,1900,7,152,0
6/12/08,1215,4,116,0
6/13/08,1330,0,70,0
6/14/08,930,3,105,0
6/15/08,1900,1,147,0
6/17/08,1510,2,584,0
6/18/08,1250,6,57,0
6/19/08,645,6,94,0
6/20/08,830,0,99,0
6/21/08,700,3,68,0
6/22/08,730,0,88,0
6/23/08,835,2,235,0
6/24/08,2000,5,147,0
6/25/08,1420,5,166,0
6/26/08,1040,1,424,0
6/27/08,1040,10,164,0
6/28/08,1700,1,88,0
6/29/08,920,3,124,0
6/30/08,1410,6,101,0
7/2/08,1745,3,76,0
7/3/08,940,6,28,0
7/4/08,1900,3,138,0
7/5/08,800,2,196,0
7/6/08,740,4,101,0
7/7/08,1900,4,118,0
7/8/08,910,4,127,0
7/9/08,935,13,102,0
7/11/08,1145,5,153,0
7/12/08,830,9,123,0
7/13/08,950,7,95,0
7/14/08,1110,8,14,0
7/16/08,930,6,12,0
7/17/08,1145,5,27,0
7/26/08,1105,4,9,0
7/27/08,1315,3,96,0
7/28/08,1230,4,5,0
7/29/08,730,1,59,0
7/30/08,1645,1,100,0
8/1/08,1330,0,5,0
8/2/08,1235,3,29,0
8/3/08,1845,0,39,0
8/4/08,1410,2,6,0
8/6/08,810,0,17,0
8/7/08,1815,1,117,0
8/8/08,1145,7,33,0
8/9/08,1410,4,4,0
8/13/08,1925,1,179,0
8/14/08,1845,2,121,0
8/15/08,1100,2,12,0
8/16/08,1620,1,179,0
8/19/08,1745,0,36,0
8/20/08,1340,0,36,0
8/21/08,1025,3,9,0
8/22/08,1130,1,24,0
8/23/08,1015,0,111,0
8/24/08,1140,2,22,0
8/25/08,1610,0,13,0
8/26/08,1045,1,24,0
8/27/08,920,0,70,1
8/28/08,1440,1,0,1
8/29/08,1110,3,99,1
8/30/08,1130,1,30,0
8/31/08,1205,1,99,1
9/1/08,1200,2,108,1
9/2/08,1015,3,18,1
9/3/08,730,0,64,0
9/4/08,1730,1,6,0
9/5/08,950,2,59,1
9/6/08,915,0,28,0
9/7/08,1200,0,64,0
9/8/08,1110,1,79,0
9/9/08,1410,1,71,0
9/10/08,930,2,73,0
9/11/08,1040,3,43,2
9/12/08,955,4,11,0
9/13/08,1130,2,15,0
9/14/08,1210,1,27,1
9/15/08,745,0,9,2
9/17/08,1700,1,6,3
9/18/08,1030,3,5,2
9/19/08,1215,2,8,2
9/20/08,740,6,189,0
9/21/08,1850,2,1,2
9/22/08,1115,2,31,0
9/23/08,1045,7,58,1
9/24/08,1115,7,44,2
9/28/08,1810,2,13,4
9/29/08,1000,8,6,1
9/30/08,1240,3,4,2
10/2/08,1630,0,97,4
10/3/08,805,3,20,2
10/4/08,950,4,61,3
10/5/08,1310,4,173,4
10/6/08,1100,1,10,2
10/7/08,1720,2,4,2
10/8/08,1820,0,152,4
10/9/08,1040,3,161,5
10/10/08,1500,0,120,5
10/11/08,1420,1,252,3
10/12/08,1200,2,92,6
10/13/08,1530,0,24,6
10/14/08,915,4,20,5
10/15/08,1120,6,6,6
10/16/08,1420,3,110,3
10/17/08,1100,6,22,3
10/18/08,1120,6,87,6
10/19/08,,0,68,6
10/20/08,1150,9,151,0
10/21/08,1410,4,43,4
10/22/08,1330,4,95,2
10/23/08,1630,4,2,4
10/24/08,1350,5,177,3
10/25/08,915,6,53,5
10/26/08,1730,6,275,7
10/27/08,830,6,141,6
10/28/08,1410,3,74,6
10/29/08,1410,4,68,3
10/30/08,1330,6,37,5
10/31/08,920,8,37,4
11/1/08,1740,6,5,2
11/2/08,720,4,211,0
11/3/08,910,2,278,2
11/4/08,1050,6,200,3
11/5/08,1331,5,178,3
11/12/08,1430,0,76,4
11/13/08,730,1,40,3
11/14/08,1000,1,107,3
11/15/08,1050,6,25,4
11/16/08,1020,9,4,4
11/18/08,1145,6,55,5
11/19/08,1040,8,49,4
11/20/08,1000,7,31,7
11/21/08,1355,3,258,6
11/22/08,1225,7,160,8
11/23/08,1100,7,101,10
11/24/08,1415,6,111,9
11/25/08,1110,8,113,7
11/27/08,1020,3,195,9
11/28/08,1420,4,284,9
11/29/08,1445,2,343,9
11/30/08,1020,3,119,8
12/2/08,1315,5,93,5
12/3/08,1320,6,197,6
12/4/08,1345,9,88,5
12/5/08,1140,4,103,4
12/6/08,1500,6,19,3
12/7/08,1640,2,116,2
12/8/08,1040,2,172,3
12/10/08,1600,3,0,0
12/11/08,1130,8,22,1
12/12/08,1145,7,194,1
12/13/08,1340,4,135,0
12/14/08,1030,8,160,0
12/15/08,1130,4,63,0
12/16/08,1500,8,283,0
12/18/08,1215,6,149,0
12/19/08,1100,5,63,0
12/21/08,1200,7,65,0
12/22/08,815,8,19,0
12/23/08,1240,12,307,0
12/24/08,1230,1,87,0
12/25/08,1440,0,150,0
12/27/08,1435,5,380,0
12/28/08,1545,0,295,0
12/29/08,1200,8,247,0
12/30/08,1250,9,256,0
1/18/09,1030,2,316,0
1/19/09,1415,2,108,0
1/22/09,1550,3,151,0
1/23/09,1015,7,77,0
1/24/09,1700,4,274,0
1/25/09,845,7,30,0
1/27/09,1425,0,310,0
1/28/09,1310,0,284,0
1/29/09,1225,1,394,0
1/30/09,1145,5,87,0
2/1/09,1635,1,285,0
2/2/09,1640,3,156,0
2/3/09,1000,2,96,0
2/4/09,1230,2,78,0
2/5/09,1435,3,253,0
2/7/09,1615,2,460,0
2/8/09,1600,2,357,0
2/9/09,1520,0,316,0
2/10/09,1330,2,608,0
2/11/09,1130,5,331,0
2/13/09,1655,1,159,0
2/14/09,1745,5,493,0
2/15/09,1145,6,59,0
2/16/09,1500,4,155,0
2/17/09,1610,0,94,0
2/18/09,1250,2,489,0
2/19/09,910,3,48,0
2/20/09,1330,1,257,0
2/21/09,1040,7,251,0
2/23/09,1630,2,90,0
2/24/09,1650,0,473,0
2/25/09,1030,2,328,0
2/26/09,940,4,31,0
2/27/09,1330,5,105,0
3/1/09,930,6,28,0
3/2/09,1345,2,38,0
3/3/09,1740,4,0,0
3/4/09,1710,5,237,0
3/5/09,1315,1,16,0
3/6/09,940,6,23,0
3/7/09,950,2,131,0
3/8/09,1720,0,19,0
3/9/09,1155,7,183,1
3/10/09,1200,5,74,1
3/11/09,1325,0,191,1
3/12/09,1710,0,58,1
3/13/09,1115,0,22,1
3/14/09,1425,3,81,0
3/15/09,1145,2,29,1
3/21/09,1625,0,86,0
3/22/09,1145,0,157,1
3/23/09,1400,0,508,1
3/24/09,1615,0,234,0
3/25/09,1725,2,416,1
3/26/09,1500,1,443,1
3/27/09,1650,2,250,1
3/28/09,1130,0,85,0
3/29/09,1700,2,318,3
3/30/09,1140,0,151,3
3/31/09,1750,2,182,3
4/1/09,1540,1,354,3
4/2/09,1530,2,55,2
4/4/09,830,0,88,0
4/5/09,1010,0,131,0
4/6/09,1915,2,272,0
4/8/09,1315,2,400,1
4/9/09,1010,7,88,1
4/10/09,1140,5,239,1
4/11/09,1800,3,356,1
4/12/09,1050,1,90,1
4/13/09,1730,2,388,2
4/14/09,1620,0,198,2
4/15/09,1615,1,384,1
4/16/09,1310,0,175,0
4/17/09,1610,2,146,1
4/18/09,1700,2,168,1
4/19/09,1035,0,245,4
4/20/09,1400,1,143,2
4/21/09,1435,2,148,1
4/22/09,1435,4,126,3
4/24/09,1550,2,383,4
4/25/09,1610,0,398,4
4/26/09,1440,1,429,4
4/27/09,1420,2,344,4
4/28/09,1010,3,82,4
4/29/09,830,0,28,5
4/30/09,1800,5,234,5
5/1/09,1140,5,82,5
5/2/09,1250,0,158,4
5/3/09,1000,6,87,5
5/4/09,715,8,100,5
5/5/09,1150,8,311,5
5/6/09,1340,4,378,4
5/8/09,1415,1,409,4
5/9/09,1145,2,221,4
5/10/09,1400,0,264,5
5/11/09,735,0,54,3
5/12/09,1155,0,166,4
5/13/09,710,1,86,5
5/14/09,700,2,107,6
5/15/09,1715,7,143,4
5/16/09,1210,1,91,4
5/17/09,1730,2,110,4
5/18/09,1400,0,98,4
5/19/09,1545,2,76,4
5/20/09,950,2,290,5
5/22/09,1015,2,122,4
5/23/09,1730,4,309,3
5/24/09,1100,3,223,3
5/25/09,1125,8,157,2
5/27/09,1630,5,221,3
5/30/09,1640,1,56,1
5/31/09,1550,0,83,1
6/1/09,1300,4,87,0
6/2/09,1440,2,81,0
6/3/09,1355,8,82,0
6/4/09,1125,6,65,0
6/5/09,1815,4,128,0
6/6/09,2005,5,133,0
6/7/09,1500,6,3,0
6/8/09,1340,3,149,0
6/9/09,1825,1,117,0
6/10/09,720,2,62,0
6/11/09,1055,12,122,0
6/12/09,1630,1,142,0
6/13/09,1000,6,89,0
6/14/09,640,5,143,0
6/15/09,1005,8,127,0
6/16/09,1520,9,196,0
6/18/09,1325,7,270,0
6/19/09,1840,1,250,0
6/20/09,700,0,227,0
6/21/09,1600,1,501,0
6/22/09,1515,0,448,0
6/23/09,1645,0,499,0
6/24/09,845,0,269,0
6/25/09,1330,5,166,0
6/26/09,1500,2,378,0
6/27/09,1450,0,100,0
6/28/09,1440,2,109,0
6/30/09,1500,5,523,0
7/1/09,1345,5,326,0
7/2/09,1245,5,313,0
7/3/09,750,1,213,0
7/4/09,1545,5,171,0
7/5/09,1600,5,205,0
7/6/09,1800,7,81,0
7/7/09,1140,1,169,0
7/8/09,1730,2,417,0
7/9/09,915,4,298,0
7/10/09,1525,4,272,0
7/11/09,1400,6,245,0
7/12/09,1100,4,131,0
7/13/09,1710,9,269,0
7/14/09,1005,1,202,0
7/15/09,1440,6,99,0
7/16/09,1025,8,152,0
7/17/09,840,8,128,0
7/18/09,1410,5,52,0
7/19/09,1100,10,276,0
7/20/09,840,5,220,0
7/21/09,1100,9,207,0
7/22/09,1400,5,226,0
7/23/09,1545,5,274,0
7/24/09,1725,5,294,0
7/25/09,900,5,168,0
7/26/09,1400,7,227,0
7/27/09,1415,6,100,0
7/28/09,1155,6,116,0
7/29/09,1800,8,98,0
7/30/09,730,10,57,0
7/31/09,1740,4,65,0
8/1/09,1150,9,85,0
8/2/09,1415,11,9,0
8/3/09,1710,7,28,0
8/4/09,1430,9,37,0
8/5/09,1220,5,0,0
8/6/09,1230,12,1,0
8/7/09,815,4,40,0
8/9/09,1350,7,18,0
8/10/09,1445,7,42,0
8/11/09,1730,9,13,0
8/12/09,740,1,15,0
8/13/09,1500,11,62,0
8/14/09,845,11,54,0
8/15/09,1400,8,0,0
8/16/09,1750,13,21,0
8/17/09,1530,10,16,0
8/18/09,1045,15,2,1
8/19/09,1625,10,0,1
8/20/09,840,10,15,0
8/21/09,740,5,37,0
8/22/09,1415,7,63,1
8/23/09,910,16,60,1
8/24/09,1005,14,50,0
8/25/09,920,12,15,0
8/26/09,1430,1,0,1
8/27/09,1610,9,37,1
8/28/09,1140,6,2,1
8/29/09,900,14,42,0
8/30/09,1400,3,162,1
8/31/09,1500,7,51,1
9/1/09,1610,8,7,0
9/3/09,1045,1,0,1
9/4/09,1310,8,40,1
9/5/09,1605,5,0,1
9/6/09,815,5,0,0
9/7/09,1130,6,68,2
9/8/09,1815,5,6,2
9/9/09,1835,7,4,1
9/10/09,730,9,37,0
9/11/09,1450,4,1,1
9/12/09,850,8,127,1
9/13/09,940,1,63,0
9/14/09,1505,1,95,0
9/15/09,1500,7,56,1
9/17/09,1320,3,30,0
9/18/09,1425,1,36,1
9/20/09,945,9,36,0
9/21/09,1535,7,16,0
9/23/09,1730,5,74,0
9/24/09,1510,9,43,2
9/25/09,845,7,74,2
9/26/09,1515,5,30,3
9/27/09,1650,0,2,4
9/28/09,815,4,75,3
9/29/09,915,0,107,3
9/30/09,800,0,60,4
10/1/09,1205,0,103,4
10/2/09,955,2,26,4
10/3/09,1010,0,46,4
10/4/09,810,2,32,2
10/5/09,840,6,119,4
10/6/09,740,8,95,3
10/7/09,810,10,42,1
10/8/09,1240,5,1,2
10/9/09,825,8,100,2
10/10/09,900,0,63,3
10/11/09,815,8,59,2
10/12/09,820,8,63,2
10/13/09,850,4,1,1
10/14/09,815,8,105,0
10/15/09,925,5,132,1
10/16/09,840,7,26,0
10/17/09,1045,1,108,0
10/18/09,1000,0,53,0
10/19/09,850,5,56,0
10/20/09,905,8,69,0
10/21/09,840,6,225,1
10/22/09,830,6,114,1
10/23/09,1400,1,56,0
10/24/09,1620,4,85,1
10/25/09,1515,1,83,1
10/26/09,1545,1,85,0
10/27/09,1730,1,64,0
10/28/09,1255,0,260,1
10/29/09,1315,9,59,0
10/30/09,1345,1,3,0
10/31/09,1020,3,50,0
11/2/09,800,6,52,0
11/3/09,1645,8,0,0
11/4/09,1220,9,96,1
11/6/09,800,9,179,0
11/7/09,1420,0,220,0
11/8/09,1430,3,169,0
11/9/09,1520,5,258,0
11/11/09,1355,2,125,0
11/12/09,1450,11,216,0
11/14/09,730,9,86,0
11/16/09,1200,11,88,0
11/17/09,1120,8,185,1
11/19/09,1240,8,235,1
11/20/09,1645,9,19,0
11/21/09,1200,0,216,0
11/22/09,1450,9,243,0
11/23/09,1300,10,243,1
11/24/09,1130,14,208,0
11/25/09,1000,8,168,1
11/26/09,1030,15,287,0
11/27/09,845,1,135,1
11/28/09,750,4,1,1
11/29/09,1045,7,385,0
11/30/09,940,7,120,1
12/1/09,1545,10,291,0
12/2/09,1020,15,116,0
12/3/09,815,9,92,0
12/4/09,1030,7,209,0
12/7/09,1615,0,24,0
12/8/09,1345,6,403,0
12/9/09,820,11,233,0
12/10/09,750,6,49,0
12/11/09,940,7,287,0
12/12/09,900,10,95,0
12/13/09,910,6,149,1
12/14/09,830,6,254,0
12/15/09,1635,7,112,1
12/17/09,1640,1,206,1
12/18/09,1245,3,278,1
12/19/09,1345,8,376,1
12/21/09,1130,5,189,0
12/22/09,1600,0,270,0
12/23/09,1230,2,360,0
12/24/09,1200,0,317,0
12/25/09,845,5,126,0
12/26/09,845,2,172,0
1/10/10,1430,3,417,0
1/11/10,1400,2,243,0
1/12/10,1100,0,275,0
1/13/10,1650,0,399,1
1/14/10,1630,0,423,1
1/15/10,1415,3,212,1
1/16/10,1430,5,243,1
1/17/10,1410,3,4,3
1/18/10,1505,1,139,2
1/20/10,1140,0,185,4
1/21/10,1545,0,23,1
1/22/10,1350,0,97,2
1/23/10,1220,4,518,1
1/24/10,1400,1,352,2
1/25/10,1430,1,298,1
1/26/10,1535,5,120,1
1/28/10,1100,1,269,1
1/29/10,1530,0,288,2
1/30/10,1500,0,331,1
1/31/10,1345,2,292,1
2/1/10,1335,3,79,0
2/2/10,1045,12,78,1
2/3/10,1600,2,221,1
2/4/10,1540,4,59,0
2/24/10,1600,4,353,1
2/25/10,1530,0,206,1
2/26/10,855,7,84,0
2/27/10,1255,0,272,0
2/28/10,1105,6,229,0
3/1/10,1250,6,184,0
3/2/10,1245,5,69,0
3/3/10,1715,2,14,0
3/4/10,850,2,220,0
3/5/10,930,0,2,0
3/8/10,,0,177,0
3/9/10,,1,323,0
3/10/10,1250,1,195,0
3/11/10,930,5,196,0
3/14/10,1300,3,217,0
3/15/10,1815,2,179,0
3/16/10,1430,1,290,0
3/17/10,1105,2,161,0
3/18/10,1520,4,227,0
3/20/10,940,3,44,0
3/21/10,830,4,67,0
3/22/10,1220,1,124,0
3/23/10,1815,0,123,0
3/24/10,1450,1,139,0
3/25/10,950,21,276,0
3/26/10,1350,3,271,0
3/27/10,800,5,49,0
3/28/10,1245,4,54,0
3/29/10,1110,0,173,0
3/30/10,810,3,86,0
3/31/10,1300,8,110,0
4/1/10,1000,1,208,0
4/3/10,1355,4,182,1
4/4/10,1630,3,211,1
4/5/10,1350,5,331,0
4/6/10,1900,2,139,0
4/7/10,1010,5,229,0
4/8/10,1245,0,310,0
4/9/10,1330,3,262,1
4/10/10,1430,7,253,1
4/11/10,1010,11,96,2
4/12/10,1735,5,362,2
4/13/10,1230,1,222,2
4/14/10,905,5,128,2
4/15/10,1330,2,206,2
4/16/10,1530,9,120,2
4/17/10,935,6,40,2
4/18/10,1505,0,147,2
4/19/10,1650,4,113,2
4/20/10,1125,7,70,3
4/21/10,1900,0,30,3
4/22/10,1135,10,363,3
4/23/10,1145,10,256,3
4/24/10,1600,7,232,2
4/25/10,1230,7,220,3
4/26/10,1845,11,106,3
4/27/10,1410,10,165,2
4/28/10,1440,14,209,4
4/29/10,1120,5,210,3
5/2/10,1800,4,285,2
5/3/10,2015,11,109,2
5/4/10,1840,5,154,1
5/5/10,1345,5,72,3
5/6/10,1245,6,114,3
5/7/10,1325,9,101,3
5/8/10,1640,9,68,3
5/9/10,1115,14,39,3
5/10/10,720,10,19,3
5/11/10,930,1,90,1
5/12/10,1100,2,110,0
5/13/10,1130,10,130,0
5/14/10,800,0,38,0
5/17/10,800,2,52,0
5/18/10,800,0,71,0
5/19/10,915,1,101,1
5/20/10,830,14,120,0
5/21/10,815,0,195,0
5/22/10,1315,4,155,0
5/24/10,830,14,130,0
5/25/10,815,5,70,0
5/26/10,,2,121,0
5/27/10,820,0,90,1
5/28/10,1015,4,52,0
5/29/10,,5,95,0
5/30/10,950,12,70,0
5/31/10,1430,5,91,0
6/1/10,1825,7,276,0
6/2/10,1800,4,178,0
6/3/10,1830,6,122,0
6/4/10,1420,4,117,0
6/5/10,1545,3,165,0
6/6/10,1545,10,132,0
6/7/10,1625,10,206,0
6/8/10,1810,5,219,1
6/9/10,1010,5,79,0
6/10/10,2050,6,36,0
6/11/10,1920,5,196,0
6/12/10,2030,9,186,0
6/13/10,1845,4,140,0
6/14/10,1630,6,252,1
6/15/10,1420,6,289,1
6/17/10,1845,7,278,1
6/18/10,1115,7,313,0
6/19/10,1330,8,115,0
6/20/10,1830,3,202,1
6/21/10,1640,9,333,1
6/22/10,1430,5,277,1
6/23/10,720,5,147,1
6/24/10,1930,3,211,0
6/25/10,1440,2,245,0
6/26/10,835,4,163,0
6/28/10,1955,6,301,0
6/29/10,1540,5,296,1
6/30/10,1355,6,274,1
7/1/10,1410,0,289,1
7/2/10,1415,4,189,1
7/3/10,935,0,237,1
7/4/10,1520,3,274,1
7/5/10,1445,3,268,1
7/6/10,1630,3,291,1
7/7/10,1540,5,250,1
7/8/10,1540,11,64,1
7/9/10,1145,7,191,0
7/10/10,1340,7,172,0
7/11/10,630,5,102,0
7/12/10,1910,5,74,0
7/14/10,1750,6,277,0
7/15/10,915,3,179,0
7/16/10,1055,1,187,0
7/17/10,905,5,160,0
7/18/10,1305,4,131,0
7/19/10,1020,6,218,0
7/20/10,1020,3,209,0
7/21/10,1105,5,195,0
7/22/10,935,4,159,0
7/23/10,1115,6,60,0
7/24/10,1305,1,27,0
7/25/10,1315,6,61,0
7/26/10,1700,6,49,0
7/27/10,1550,0,79,0
7/28/10,800,1,83,0
7/29/10,745,0,63,0
7/30/10,1500,3,73,0
7/31/10,730,1,43,0
8/1/10,1335,1,45,0
8/2/10,745,3,61,0
8/3/10,1715,2,57,1
8/4/10,1800,4,66,0
8/5/10,1855,1,49,0
8/6/10,1745,1,22,0
8/7/10,1000,5,40,0
8/8/10,1130,2,45,0
8/9/10,1400,2,28,0
8/10/10,1245,2,8,0
8/11/10,1740,0,11,0
8/12/10,1430,5,16,0
8/13/10,1605,2,44,0
8/14/10,1835,2,45,0
8/15/10,1830,4,61,0
8/16/10,1930,5,31,0
8/17/10,1050,5,41,0
8/18/10,1750,5,6,0
8/19/10,1600,3,20,0
8/20/10,1800,2,38,0
8/22/10,1100,3,31,0
8/23/10,1315,2,38,0
8/24/10,1705,0,16,0
